"Project ID";"8"
"Project";"AI Hub"
"Run ID";"87"
"Run";"25.38.0-aihub UAT"
"Exported at";"2025-09-18T07:28:40.484Z"
"Closed";"No"
"Created at";"2025-09-16T01:16:19.688Z"
"Created by";"Cody Boggs"
"Forecast";"16287.496"
"Milestone";"release-25.38.0-aihub"
"Started";"Yes"
"Started at";"2025-09-16T07:36:49.251Z"
"State";"In progress"
"Untested";"391";"100%"
"Passed";"0";"0%"
"Failed";"0";"0%"
"Retest";"0";"0%"
"Blocked";"0";"0%"
"Skipped";"0";"0%"

"Case ID";"Test ID";"Test";"Result ID";"Assigned to";"Automation";"Comment";"Created at";"Created by";"Deleted";"Deleted at";"Deleted by";"Description";"Elapsed";"Estimate";"Expected";"Folder";"Forecast";"Issues";"Issues (case)";"Priority";"State";"Status";"Steps (Expected)";"Steps (Note)";"Steps (Status)";"Steps (Step)";"Tags";"Template";"Updated at";"Updated by"
"3539";"56851";"Create deployment";"";"";"Yes";"";"";"";"";"";"";"<p>create-deployment.spec.ts</p>";"";"";"";"Deployments";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3540";"56852";"Edit deployment";"";"";"Yes";"";"";"";"";"";"";"<p>edit-deployment.spec.ts</p>";"";"";"";"Deployments";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3637";"56894";"Configure an Outlook mailbox connector";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Upstream integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3638";"56895";"Configure a Gmail mailbox connector";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Upstream integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3639";"56896";"Configure a Yahoo mailbox connector";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Upstream integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3640";"56897";"Fetch email items for last hour, day, week, year, all time";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Upstream integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3641";"56898";"Configure a schedule";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Upstream integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3642";"56899";"Run deployment manually using upstream integration";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Upstream integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3643";"56900";"Observe rolling window of email integrations for both IMAP (Yahoo or Gmail)  or MSAL (outlook)";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Upstream integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3644";"56901";"Set filters and observe advanced query for both IMAP and MSAL";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Upstream integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3645";"56902";"Write your own advanced query for IMAP and MSAL";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Upstream integrations";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
